20MICRONS
GILLETTE
GINNIFILA
GIPCL
GITANJALI
GKB
GKWLIMITED
GLAXO
GLENMARK
GLOBALVECT
GLOBOFFS
GLOBUSSPR
GLODYNE
GLORY
GMBREW
GMDCLTD
GMRINFRA
GNFC
GOACARBON
GODFRYPHLP
GODREJCP
GODREJIND
GODREJPROP
GOENKA
GOKEX
GOKUL
GOLDIAM
GOLDINFRA
GOLDTECH
GPIL
GPPL
GRANULES
GRAPHITE
GRASIM
GRAVITA
GREAVESCOT
GREENPLY
GREENPOWER
GRINDWELL
GRUH
GSFC
GSKCONS
GSLNOVA
GSPL
GSS
GTL
GTLINFRA
GTNIND
GTNTEX
GTOFFSHORE
GUFICBIO
GUJALKALI
GUJAPOLLO
GUJFLUORO
GUJNRECOKE
GUJNREDVR
GUJRATGAS
GUJSIDHCEM
GULFOILCOR
GVKPIL
HALONIX
HANUNG
HARITASEAT
HARRMALAYA
HATHWAY
HAVELLS
HBLPOWER
HBSTOCK
HCC
HCIL
HCL-INSYS
HCLTECH
HDFC
HDFCBANK
HDIL
HEG
HEIDELBERG
HELIOSMATH
HERCULES
HERITGFOOD
HEROMOTOCO
HEXATRADEX
HEXAWARE
HFCL
HGS
HIKAL
HILTON
HIMATSEIDE
HINDALCO
HINDCOMPOS
HINDCOPPER
HINDDORROL
HINDMOTORS
HINDNATGLS
HINDOILEXP
HINDPETRO
HINDUJAFO
HINDUJAVEN
HINDUNILVR
HINDZINC
HIRAFERRO
HIRECT
HITACHIHOM
HITECHGEAR
HITECHPLAS
HMT
HMVL
HOCL
HONAUT
HONDAPOWER
HORIZONINF
HOTELEELA
HOVS
HSIL
HTMEDIA
HUBTOWN
HYDRBADIND
HYDROS&S
IBPOW
IBREALEST
ICICIBANK
ICIL
ICRA
ICSA
IDBI
IDEA
IDFC
IFBIND
IFCI
IFGLREFRAC
IGARASHI
IGL
IGPL
IITL
IL&FSENGG
IL&FSTRANS
IMFA
IMPAL
IMPEXFERRO
INDBANK
INDHOTEL
INDIABULLS
INDIACEM
INDIAGLYCO
INDIAINFO
INDIANB
INDIANHUME
INDLMETER
INDNIPPON
INDOCO
INDORAMA
INDOSOLAR
INDOTECH
INDOTHAI
INDOWIND
INDRAMEDCO
INDSWFTLAB
INDSWFTLTD
INDTERRAIN
INDUSFILA
INDUSINDBK
INEABS
INFINITE
INFOMEDIA
INFOTECENT
INFY
INGERRAND
INGVYSYABK
INNOIND
INOXLEISUR
INSECTICID
INVENTURE
IOB
IOC
IOLCP
IOLN
IPCALAB
IPRINGLTD
IRB
ISFT
ISMTLTD
ITC
ITDCEM
ITI
IVC
IVP
IVRCLINFRA
J&KBANK
JAGRAN
JAGSNPHARM
JAICORPLTD
JAIHINDPRO
JAINSTUDIO
JAMNAAUTO
JAYAGROGN
JAYBARMARU
JAYNECOIND
JAYSREETEA
JBCHEPHARM
JBFIND
JBMA
JCTEL
JENSONICOL
JETAIRWAYS
JHS
JIKIND
JINDALPHOT
JINDALPOLY
JINDALSAW
JINDALSTEL
JINDCOT
JINDRILL
JISLDVREQS
JISLJALEQS
JKCEMENT
JKIL
JKLAKSHMI
JKPAPER
JKTYRE
JMCPROJECT
JMFINANCIL
JMTAUTOLTD
JOCIL
JPASSOCIAT
JPINFRATEC
JPPOWER
JSL
JSWENERGY
JSWISPAT
JSWSTEEL
JUBILANT
JUBLFOOD
JUBLINDS
JUMBO
JUPITER
JVLAGRO
JYOTHYLAB
JYOTISTRUC
KABRAEXTRU
KAJARIACER
KALECONSUL
KALINDEE
KALPATPOWR
KAMATHOTEL
KANORICHEM
KANSAINER
KARMAENG
KARURVYSYA
KAUSHALYA
KAVVERITEL
KBIL
KCP
KCPSUGIND
KEC
KECL
KEI
KEMROCK
KERNEX
KESARENT
KESORAMIND
KEYCORPSER
KFA
KGL
KHAITANELE
KHAITANLTD
KHANDSE
KICL
KIL
KILITCH
KINETICMOT
KIRIINDUS
KIRLOSBROS
KIRLOSENG
KIRLOSIND
KKCL
KLRF
KMSUGAR
KNRCON
KOHINOOR
KOKUYOCMLN
KOLTEPATIL
KOPDRUGS
KOPRAN
KOTAKBANK
KOTARISUG
KOTHARIPET
KOTHARIPRO
KPIT
KPRMILL
KRBL
KRISHNAENG
KRITIIND
KSBPUMPS
KSCL
KSE
KSERASERA
KSL
KSOILS
KTIL
KTKBANK
KWALITY
L&TFH
LAKPRE
LAKSHMIEFL
LAKSHMIMIL
LAKSHVILAS
LANCOIN
LAOPALA
LAXMIMACH
LCCINFOTEC
LGBBROSLTD
LGBFORGE
LIBERTSHOE
LICHSGFIN
LITL
LLOYDELENG
LLOYDFIN
LLOYDSTEEL
LML
LOGIXMICRO
LOKESHMACH
LOTUSEYE
LOVABLE
LPDC
LT
LUMAXAUTO
LUMAXIND
LUMAXTECH
LUPIN
LYKALABS
M&M
M&MFIN
MAANALU
MADHAV
MADHUCON
MADRASCEM
MADRASFERT
MAGMA
MAGNUM
MAHABANK
MAHINDFORG
MAHINDUGIN
MAHLIFE
MAHSCOOTER
MAHSEAMLES
MAITHANALL
MALUPAPER
MALWACOTT
MANAKSIA
MANALIPETC
MANAPPURAM
MANDHANA
MANGALAM
MANGCHEFER
MANGTIMBER
MANINDS
MANINFRA
MANJEERA
MANJUSHREE
MANUGRAPH
MARALOVER
MARG
MARICO
MARKSANS
MARUTI
MASTEK
MAWANASUG
MAX
MAXWELL
MBECL
MBLINFRA
MBSWITCH
MCDOWELL-N
MCLEODRUSS
MCX
MEGASOFT
MEGH
MELSTAR
MERCATOR
MERCK
METKORE
MHRIL
MIC
MICROSEC
MICROTECH
MINDACORP
MINDAIND
MINDTREE
MIRCELECTR
MIRZAINT
MMFL
MMFSL
MMTC
MOIL
MONNETISPA
MONSANTO
MORARJETEX
MOREPENLAB
MOSERBAER
MOTHERSUMI
MOTILALOFS
MOTOGENFIN
MPHASIS
MPSLTD
MRF
MRO-TEK
MRPL
MSPL
MTEDUCARE
MTNL
MUKANDENGG
MUKANDLTD
MUKTAARTS
MUNJALSHOW
MURLIIND
MURUDCERA
MUTHOOTFIN
MVL
MVLIND
MYSOREBANK
NAGAROIL
NAGREEKCAP
NAGREEKEXP
NAHARCAP
NAHARINDUS
NAHARPOLY
NAHARSPING
NANDANEXIM
NATCOPHARM
NATHSEED
NATIONALUM
NATNLSTEEL
NAUKRI
NAVINFLUOR
NAVNETPUBL
NBCC
NBVENTURES
NCC
NCOPPER
NDTV
NECLIFE
NELCAST
NELCO
NEOCORP
NEOCURE
NEPCMICON
NESCO
NESTLEIND
NET4
NETWORK18
NEXTMEDIA
NEYVELILIG
NFL
NHPC
NICCO
NIITLTD
NIITTECH
NILKAMAL
NIPPOBATRY
NITCO
NITESHEST
NITINFIRE
NITINSPIN
NMDC
NOCIL
NOIDATOLL
NOL
NORBTEAEXP
NORTHGATE
NOVOPANIND
NRBBEARING
NRC
NTPC
NUCENT
NUCLEUS
NUTEK
OBEROIRLTY
OCL
OFSS
OIL
OILCOUNTUB
OISL
OMAXAUTO
OMAXE
OMKARCHEM
OMMETALS
OMNITECH
ONELIFECAP
ONGC
ONMOBILE
ONWARDTEC
OPTOCIRCUI
ORBITCORP
ORCHIDCHEM
ORIENTABRA
ORIENTALTL
ORIENTBANK
ORIENTBELL
ORIENTHOT
ORIENTLTD
ORIENTPPR
ORIENTREF
ORISSAMINE
OSWALMIN
OUDHSUG
PAEL
PAGEIND
PANACEABIO
PANAMAPET
PANCARBON
PANCHSHEEL
PANORAMUNI
PANTALOONR
PAPERPROD
PARABDRUGS
PARACABLES
PARAPRINT
PARASPETRO
PARRYSUGAR
PARSVNATH
PATELENG
PATINTLOG
PATSPINLTD
PDPL
PDUMJEIND
PDUMJEPULP
PEARLPOLY
PENIND
PENINLAND
PERIATEA
PERSISTENT
PETRONENGG
PETRONET
PFC
PFIZER
PFOCUS
PFS
PGHH
PHILIPCARB
PHOENIXLTD
PIDILITIND
PIIND
PIONDIST
PIONEEREMB
PIPAVAVDOC
PIRGLASS
PIRHEALTH
PIRLIFE
PITTILAM
PLASTIBLEN
PLETHICO
PNB
PNBGILTS
PNC
POCHIRAJU
POLARIS
POLYMED
POLYPLEX
PONDYOXIDE
PONNIERODE
POWERGRID
PPAP
PRADIP
PRAJIND
PRAKASHCON
PRAKASHSTL
PRATIBHA
PRECOT
PRECWIRE
PREMIER
PRESTIGE
PRETAILDVR
PRIMESECU
PRISMCEM
PRITHVI
PRITHVISOF
PROVOGE
PSB
PSL
PTC
PTL
PUNJABCHEM
PUNJLLOYD
PURVA
PVP
PVR
QUINTEGRA
RADAAN
RADICO
RAINBOWPAP
RAINCOM
RAIREKMOH
RAJESHEXPO
RAJOIL
RAJPALAYAM
RAJRAYON
RAJSREESUG
RAJTV
RAJVIR
RALLIS
RAMANEWS
RAMCOIND
RAMCOSYS
RAMKY
RAMSARUP
RANASUG
RANBAXY
RANEENGINE
RANEHOLDIN
RANKLIN
RASOYPR
RATNAMANI
RAYMOND
RBL
RBN
RCF
RCOM
RECLTD
REDINGTON
REIAGROLTD
REISIXTEN
RELAXO
RELCAPITAL
RELIANCE
RELIGARE
RELINFRA
RELMEDIA
REMSONSIND
RENUKA
REPRO
RESPONIND
REVATHI
RICOAUTO
RIIL
RJL
RKDL
RKFORGE
RMCL
RML
ROHITFERRO
ROHLTD
ROLTA
ROMAN
RPGLIFE
RPOWER
RPPINFRA
RSSOFTWARE
RSWM
RSYSTEMS
RUBYMILLS
RUCHINFRA
RUCHIRA
RUCHISOYA
RUPA
RUSHIL
SABTN
SADBHAV
SAGCEM
SAHPETRO
SAIL
SAKHTISUG
SAKSOFT
SAKUMA
SALONACOT
SALORAINTL
SALSTEEL
SAMBANDAM
SANDESH
SANGAMIND
SANGHIIND
SANGHVIFOR
SANGHVIMOV
SANWARIA
SARDAEN
SAREGAMA
SARLAPOLY
SARTHAKIND
SASKEN
SATHAISPAT
SATYAMCOMP
SAVERA
SB&TINTL
SBBJ
SBIN
SBT
SCHNEIDER
SCI
SEAMECLTD
SEINV
SELAN
SELMCL
SERVALL
SESAGOA
SESHAPAPER
SGJHL
SHAHALLOYS
SHAKTIPUMP
SHALPAINTS
SHANTIGEAR
SHARONBIO
SHARRESLTD
SHILPAMED
SHILPI
SHIV-VANI
SHIVTEX
SHLAKSHMI
SHOPERSTOP
SHREEASHTA
SHREECEM
SHREERAMA
SHRENUJ
SHREYANIND
SHRINATRAJ
SHRIRAMCIT
SHRIRAMEPC
SHYAMTEL
SICAGEN
SICAL
SIEMENS
SILINV
SIMBHSUGAR
SIMPLEX
SIMPLEXINF
SINTEX
SIRPAPER
SITASHREE
SIYSIL
SJVN
SKFINDIA
SKMEGGPROD
SKSMICRO
SKUMARSYNF
SMARTLINK
SMLISUZU
SMOBILITY
SMPL
SMSPHARMA
SOBHA
SOFTTECHGR
SOLARINDS
SOMANYCERA
SOMATEX
SONASTEER
SONATSOFTW
SOTL
SOUISPAT
SOUTHBANK
SPANCO
SPARC
SPECTACLE
SPENTEX
SPIC
SPLIL
SPMLINFRA
SPYL
SREINFRA
SRF
SRGINFOTEC
SRHHLINDST
SRICHAMUND
SRSLTD
SRTRANSFIN
SSWL
STAR
STARPAPER
STCINDIA
STEL
STER
STERLINBIO
STERTOOLS
STINDIA
STRTECH
SUBEX
SUBROS
SUDAR
SUDARSCHEM
SUJANATOW
SUJANAUNI
SUMEETINDS
SUMMITSEC
SUNCLAYTON
SUNDARAM
SUNDARMFIN
SUNDRMBRAK
SUNDRMFAST
SUNFLAG
SUNILHITEC
SUNPHARMA
SUNTECK
SUNTV
SUPER
SUPERSPIN
SUPPETRO
SUPRAJIT
SUPREMEIND
SUPREMEINF
SURAJDIAMN
SURANACORP
SURANAIND
SURANAT&P
SURANAVEL
SURYALAXMI
SURYAPHARM
SURYAROSNI
SUTLEJTEX
SUVEN
SUZLON
SWARAJENG
SYMPHONY
SYNCOM
SYNDIBANK
TAJGVK
TAKE
TAKSHEEL
TALBROAUTO
TALWALKARS
TANFACIND
TANLA
TANTIACONS
TARAPUR
TATACHEM
TATACOFFEE
TATACOMM
TATAELXSI
TATAGLOBAL
TATAINVEST
TATAMETALI
TATAMOTORS
TATAMTRDVR
TATAPOWER
TATASPONGE
TATASTEEL
TBZ
TCI
TCIDEVELOP
TCS
TDPOWERSYS
TECHM
TECHNO
TECHNOFAB
TECPRO
TEXINFRA
TEXMOPIPES
TEXRAIL
TFCILTD
TFL
THANGAMAYL
THEBYKE
THEMISMED
THERMAX
THINKSOFT
THIRUSUGAR
THOMASCOOK
THOMASCOTT
TI
TIDEWATER
TIIL
TIJARIA
TIL
TIMBOR
TIMESGTY
TIMETECHNO
TIMKEN
TINPLATE
TIPSINDLTD
TIRUMALCHM
TITAN
TNPETRO
TNPL
TODAYS
TOKYOPLAST
TORNTPHARM
TORNTPOWER
TREEHOUSE
TRENT
TRF
TRICOM
TRIDENT
TRIGYN
TRIL
TRITURBINE
TRIVENI
TTKHEALTH
TTKPRESTIG
TTL
TTML
TUBEINVEST
TULIP
TULSI
TULSYAN
TV18BRDCST
TVSELECT
TVSMOTOR
TVSSRICHAK
TVTODAY
TWILITAKA
TWL
UBENGG
UBHOLDINGS
UBL
UCALFUEL
UCOBANK
UFLEX
UGARSUGAR
ULTRACEMCO
UMESLTD
UNICHEMLAB
UNIENTER
UNIONBANK
UNIPHOS
UNIPLY
UNITECH
UNITEDBNK
UNITEDTEA
UNITY
UNIVCABLES
UPERGANGES
USHAMART
USHERAGRO
UTTAMSTL
UTTAMSUGAR
V2RETAIL
VADILALIND
VAIBHAVGEM
VAKRANSOFT
VALECHAENG
VALUEIND
VARDHACRLC
VARDMNPOLY
VARUN
VARUNSHIP
VASCONEQ
VASWANI
VENKEYS
VENUSREM
VESUVIUS
VGUARD
VHL
VIDEOIND
VIJAYABANK
VIKASGLOB
VIMTALABS
VINATIORGA
VINDHYATEL
VINYLINDIA
VIPIND
VIPUL
VISAKAIND
VISASTEEL
VISESHINFO
VISUINTL
VIVIMEDLAB
VLSFINANCE
VOLTAMP
VOLTAS
VSTIND
VSTTILLERS
VTL
VTMLTD
VTXIND
WABAG
WABCOINDIA
WALCHANNAG
WEBELSOLAR
WEIZFOREX
WEIZMANIND
WELCORP
WELINV
WELPROJ
WENDT
WHEELS
WHIRLPOOL
WILLAMAGOR
WINDMACHIN
WIPRO
WOCKPHARMA
WSTCSTPAPR
WWIL
WYETH
XLENERGY
XPROINDIA
YESBANK
ZANDUREALT
ZEEL
ZEENEWS
ZENITHBIR
ZENITHCOMP
ZENITHEXPO
ZENITHINFO
ZENSARTECH
ZICOM
ZODIACLOTH
ZODJRDMKJ
ZUARIAGRO
ZYDUSWELL
ZYLOG
